observation_id,N_params_B,D_tokens_B,Q_score,source_file,family
supplementary_NQ_experiment_large_289,0.7,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_290,0.7,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_291,0.7,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_292,0.7,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_293,0.7,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_294,0.7,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_295,0.7,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_296,0.7,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_297,0.7,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_298,0.7,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_299,0.7,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_300,0.7,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_301,0.7,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_302,0.7,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_303,0.7,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_304,0.7,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_305,0.7,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_306,0.7,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_307,0.7,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_308,0.7,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_309,0.7,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_310,0.7,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_311,0.7,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_312,0.7,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_313,0.7,100.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_314,0.7,100.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_315,0.7,100.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_316,0.7,100.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_317,0.7,100.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_318,0.7,100.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_319,0.7,100.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_320,0.7,100.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_321,0.7,100.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_322,0.7,100.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_323,0.7,100.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_324,0.7,100.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_325,0.7,150.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_326,0.7,150.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_327,0.7,150.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_328,0.7,150.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_329,0.7,150.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_330,0.7,150.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_331,0.7,150.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_332,0.7,150.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_333,0.7,150.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_334,0.7,150.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_335,0.7,150.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_336,0.7,150.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_337,0.7,300.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_338,0.7,300.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_339,0.7,300.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_340,0.7,300.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_341,0.7,300.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_342,0.7,300.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_343,0.7,300.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_344,0.7,300.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_345,0.7,300.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_346,0.7,300.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_347,0.7,300.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_348,0.7,300.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_349,0.7,500.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_350,0.7,500.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_351,0.7,500.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_352,0.7,500.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_353,0.7,500.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_354,0.7,500.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_355,0.7,500.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_356,0.7,500.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_357,0.7,500.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_358,0.7,500.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_359,0.7,500.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_360,0.7,500.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_361,0.7,1000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_362,0.7,1000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_363,0.7,1000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_364,0.7,1000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_365,0.7,1000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_366,0.7,1000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_367,0.7,1000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_368,0.7,1000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_369,0.7,1000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_370,0.7,1000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_371,0.7,1000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_372,0.7,1000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_373,0.7,2000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_374,0.7,2000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_375,0.7,2000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_376,0.7,2000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_377,0.7,2000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_378,0.7,2000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_379,0.7,2000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_380,0.7,2000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_381,0.7,2000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_382,0.7,2000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_383,0.7,2000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_384,0.7,2000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_385,1.0,5.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_386,1.0,5.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_387,1.0,5.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_388,1.0,5.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_389,1.0,5.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_390,1.0,5.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_391,1.0,5.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_392,1.0,5.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_393,1.0,5.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_394,1.0,5.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_395,1.0,5.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_396,1.0,5.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_397,1.0,10.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_398,1.0,10.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_399,1.0,10.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_400,1.0,10.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_401,1.0,10.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_402,1.0,10.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_403,1.0,10.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_404,1.0,10.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_405,1.0,10.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_406,1.0,10.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_407,1.0,10.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_408,1.0,10.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_409,1.0,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_410,1.0,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_411,1.0,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_412,1.0,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_413,1.0,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_414,1.0,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_415,1.0,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_416,1.0,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_417,1.0,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_418,1.0,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_419,1.0,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_420,1.0,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_421,1.0,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_422,1.0,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_423,1.0,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_424,1.0,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_425,1.0,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_426,1.0,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_427,1.0,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_428,1.0,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_429,1.0,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_430,1.0,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_431,1.0,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_432,1.0,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_433,1.0,100.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_434,1.0,100.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_435,1.0,100.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_436,1.0,100.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_437,1.0,100.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_438,1.0,100.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_439,1.0,100.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_440,1.0,100.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_441,1.0,100.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_442,1.0,100.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_443,1.0,100.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_444,1.0,100.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_445,1.0,150.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_446,1.0,150.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_447,1.0,150.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_448,1.0,150.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_449,1.0,150.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_450,1.0,150.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_451,1.0,150.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_452,1.0,150.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_453,1.0,150.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_454,1.0,150.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_455,1.0,150.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_456,1.0,150.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_457,1.0,300.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_458,1.0,300.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_459,1.0,300.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_460,1.0,300.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_461,1.0,300.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_462,1.0,300.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_463,1.0,300.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_464,1.0,300.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_465,1.0,300.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_466,1.0,300.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_467,1.0,300.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_468,1.0,300.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_469,1.0,500.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_470,1.0,500.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_471,1.0,500.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_472,1.0,500.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_473,1.0,500.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_474,1.0,500.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_475,1.0,500.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_476,1.0,500.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_477,1.0,500.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_478,1.0,500.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_479,1.0,500.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_480,1.0,500.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_481,1.0,1000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_482,1.0,1000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_483,1.0,1000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_484,1.0,1000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_485,1.0,1000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_486,1.0,1000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_487,1.0,1000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_488,1.0,1000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_489,1.0,1000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_490,1.0,1000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_491,1.0,1000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_492,1.0,1000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_493,1.0,2000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_494,1.0,2000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_495,1.0,2000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_496,1.0,2000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_497,1.0,2000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_498,1.0,2000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_499,1.0,2000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_500,1.0,2000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_501,1.0,2000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_502,1.0,2000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_503,1.0,2000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_504,1.0,2000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_505,2.8,5.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_506,2.8,5.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_507,2.8,5.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_508,2.8,5.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_509,2.8,5.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_510,2.8,5.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_511,2.8,5.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_512,2.8,5.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_513,2.8,5.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_514,2.8,5.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_515,2.8,5.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_516,2.8,5.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_517,2.8,10.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_518,2.8,10.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_519,2.8,10.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_520,2.8,10.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_521,2.8,10.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_522,2.8,10.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_523,2.8,10.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_524,2.8,10.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_525,2.8,10.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_526,2.8,10.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_527,2.8,10.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_528,2.8,10.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_529,2.8,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_530,2.8,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_531,2.8,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_532,2.8,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_533,2.8,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_534,2.8,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_535,2.8,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_536,2.8,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_537,2.8,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_538,2.8,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_539,2.8,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_540,2.8,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_541,2.8,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_542,2.8,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_543,2.8,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_544,2.8,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_545,2.8,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_546,2.8,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_547,2.8,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_548,2.8,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_549,2.8,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_550,2.8,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_551,2.8,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_552,2.8,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_553,2.8,100.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_554,2.8,100.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_555,2.8,100.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_556,2.8,100.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_557,2.8,100.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_558,2.8,100.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_559,2.8,100.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_560,2.8,100.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_561,2.8,100.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_562,2.8,100.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_563,2.8,100.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_564,2.8,100.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_565,2.8,150.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_566,2.8,150.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_567,2.8,150.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_568,2.8,150.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_569,2.8,150.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_570,2.8,150.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_571,2.8,150.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_572,2.8,150.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_573,2.8,150.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_574,2.8,150.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_575,2.8,150.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_576,2.8,150.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_577,2.8,300.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_578,2.8,300.0,0.1,supplementary_NQ_experiment_large.csv,
