observation_id,source_group,source_file,provenance,split_role,group_id,lineage_group,observed_fields,target_fields,is_duplicate,is_derived,is_extrapolated,is_condition_overlap,N_params_B,D_tokens_B,Q_score,val_loss,data_type,family,experiment_id,step,condition_key
B1_283,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,276.824,,2.6037,,Pythia,,132000,0.162405|276.824|
B1_284,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,278.921,,2.603,,Pythia,,133000,0.162405|278.921|
B1_285,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,281.018,,2.6026,,Pythia,,134000,0.162405|281.018|
B1_286,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,283.116,,2.602,,Pythia,,135000,0.162405|283.116|
B1_287,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,285.213,,2.6013,,Pythia,,136000,0.162405|285.213|
B1_288,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,287.31,,2.6008,,Pythia,,137000,0.162405|287.31|
B1_289,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,289.407,,2.6005,,Pythia,,138000,0.162405|289.407|
B1_290,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,291.504,,2.5999,,Pythia,,139000,0.162405|291.504|
B1_291,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,293.601,,2.5993,,Pythia,,140000,0.162405|293.601|
B1_292,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,295.698,,2.5989,,Pythia,,141000,0.162405|295.698|
B1_293,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,297.796,,2.5985,,Pythia,,142000,0.162405|297.796|
B1_294,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.162405,pythia_N_0.162405,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.162405,299.893,,2.5978,,Pythia,,143000,0.162405|299.893|
B1_295,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,0.134,,4.3461,,Pythia,,64,0.409009|0.134|
B1_296,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,0.268,,3.9625,,Pythia,,128,0.409009|0.268|
B1_297,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,0.537,,3.6458,,Pythia,,256,0.409009|0.537|
B1_298,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,1.074,,3.3856,,Pythia,,512,0.409009|1.074|
B1_299,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,2.097,,3.1777,,Pythia,,1000,0.409009|2.097|
B1_300,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,4.194,,2.9999,,Pythia,,2000,0.409009|4.194|
B1_301,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,6.291,,2.9109,,Pythia,,3000,0.409009|6.291|
B1_302,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,8.389,,2.8533,,Pythia,,4000,0.409009|8.389|
B1_303,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,10.486,,2.8125,,Pythia,,5000,0.409009|10.486|
B1_304,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,12.583,,2.7799,,Pythia,,6000,0.409009|12.583|
B1_305,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,14.68,,2.754,,Pythia,,7000,0.409009|14.68|
B1_306,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,16.777,,2.733,,Pythia,,8000,0.409009|16.777|
B1_307,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,18.874,,2.7147,,Pythia,,9000,0.409009|18.874|
B1_308,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,20.972,,2.6988,,Pythia,,10000,0.409009|20.972|
B1_309,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,23.069,,2.6849,,Pythia,,11000,0.409009|23.069|
B1_310,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,25.166,,2.6724,,Pythia,,12000,0.409009|25.166|
B1_311,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,27.263,,2.6611,,Pythia,,13000,0.409009|27.263|
B1_312,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,29.36,,2.6512,,Pythia,,14000,0.409009|29.36|
B1_313,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,31.457,,2.6418,,Pythia,,15000,0.409009|31.457|
B1_314,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,33.554,,2.6336,,Pythia,,16000,0.409009|33.554|
B1_315,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,35.652,,2.6256,,Pythia,,17000,0.409009|35.652|
B1_316,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,37.749,,2.6183,,Pythia,,18000,0.409009|37.749|
B1_317,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,39.846,,2.6116,,Pythia,,19000,0.409009|39.846|
B1_318,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,41.943,,2.6055,,Pythia,,20000,0.409009|41.943|
B1_319,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,44.04,,2.5994,,Pythia,,21000,0.409009|44.04|
B1_320,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,46.137,,2.5938,,Pythia,,22000,0.409009|46.137|
B1_321,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,48.234,,2.5887,,Pythia,,23000,0.409009|48.234|
B1_322,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,50.332,,2.5837,,Pythia,,24000,0.409009|50.332|
B1_323,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,52.429,,2.5789,,Pythia,,25000,0.409009|52.429|
B1_324,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,54.526,,2.5745,,Pythia,,26000,0.409009|54.526|
B1_325,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,56.623,,2.5703,,Pythia,,27000,0.409009|56.623|
B1_326,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,58.72,,2.566,,Pythia,,28000,0.409009|58.72|
B1_327,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,60.817,,2.5621,,Pythia,,29000,0.409009|60.817|
B1_328,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,62.915,,2.5585,,Pythia,,30000,0.409009|62.915|
B1_329,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,65.012,,2.555,,Pythia,,31000,0.409009|65.012|
B1_330,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,67.109,,2.5517,,Pythia,,32000,0.409009|67.109|
B1_331,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,69.206,,2.5486,,Pythia,,33000,0.409009|69.206|
B1_332,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,71.303,,2.5454,,Pythia,,34000,0.409009|71.303|
B1_333,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,73.4,,2.5422,,Pythia,,35000,0.409009|73.4|
B1_334,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,75.497,,2.5393,,Pythia,,36000,0.409009|75.497|
B1_335,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,77.595,,2.5363,,Pythia,,37000,0.409009|77.595|
B1_336,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,79.692,,2.5337,,Pythia,,38000,0.409009|79.692|
B1_337,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,81.789,,2.531,,Pythia,,39000,0.409009|81.789|
B1_338,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,83.886,,2.5286,,Pythia,,40000,0.409009|83.886|
B1_339,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,85.983,,2.5259,,Pythia,,41000,0.409009|85.983|
B1_340,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,88.08,,2.5237,,Pythia,,42000,0.409009|88.08|
B1_341,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,90.178,,2.5215,,Pythia,,43000,0.409009|90.178|
B1_342,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,92.275,,2.5191,,Pythia,,44000,0.409009|92.275|
B1_343,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,94.372,,2.5169,,Pythia,,45000,0.409009|94.372|
B1_344,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,96.469,,2.5148,,Pythia,,46000,0.409009|96.469|
B1_345,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,98.566,,2.5126,,Pythia,,47000,0.409009|98.566|
B1_346,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,100.663,,2.5107,,Pythia,,48000,0.409009|100.663|
B1_347,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,102.76,,2.5087,,Pythia,,49000,0.409009|102.76|
B1_348,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,104.858,,2.5068,,Pythia,,50000,0.409009|104.858|
B1_349,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,106.955,,2.5048,,Pythia,,51000,0.409009|106.955|
B1_350,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,109.052,,2.5031,,Pythia,,52000,0.409009|109.052|
B1_351,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,111.149,,2.5014,,Pythia,,53000,0.409009|111.149|
B1_352,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,113.246,,2.4998,,Pythia,,54000,0.409009|113.246|
B1_353,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,115.343,,2.498,,Pythia,,55000,0.409009|115.343|
B1_354,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,117.441,,2.4965,,Pythia,,56000,0.409009|117.441|
B1_355,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,119.538,,2.4946,,Pythia,,57000,0.409009|119.538|
B1_356,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,121.635,,2.4932,,Pythia,,58000,0.409009|121.635|
B1_357,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,123.732,,2.4916,,Pythia,,59000,0.409009|123.732|
B1_358,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,125.829,,2.4903,,Pythia,,60000,0.409009|125.829|
B1_359,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,127.926,,2.4884,,Pythia,,61000,0.409009|127.926|
B1_360,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,130.023,,2.487,,Pythia,,62000,0.409009|130.023|
B1_361,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,132.121,,2.4856,,Pythia,,63000,0.409009|132.121|
B1_362,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,134.218,,2.484,,Pythia,,64000,0.409009|134.218|
B1_363,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,136.315,,2.4829,,Pythia,,65000,0.409009|136.315|
B1_364,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,138.412,,2.4815,,Pythia,,66000,0.409009|138.412|
B1_365,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,140.509,,2.4803,,Pythia,,67000,0.409009|140.509|
B1_366,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,142.606,,2.479,,Pythia,,68000,0.409009|142.606|
B1_367,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,144.703,,2.478,,Pythia,,69000,0.409009|144.703|
B1_368,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,146.801,,2.4766,,Pythia,,70000,0.409009|146.801|
B1_369,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,148.898,,2.4752,,Pythia,,71000,0.409009|148.898|
B1_370,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,150.995,,2.474,,Pythia,,72000,0.409009|150.995|
B1_371,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,153.092,,2.473,,Pythia,,73000,0.409009|153.092|
B1_372,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,155.189,,2.4716,,Pythia,,74000,0.409009|155.189|
B1_373,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,157.286,,2.4708,,Pythia,,75000,0.409009|157.286|
B1_374,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,159.384,,2.4696,,Pythia,,76000,0.409009|159.384|
B1_375,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,161.481,,2.4683,,Pythia,,77000,0.409009|161.481|
B1_376,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,163.578,,2.4671,,Pythia,,78000,0.409009|163.578|
B1_377,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,165.675,,2.4664,,Pythia,,79000,0.409009|165.675|
B1_378,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,167.772,,2.4652,,Pythia,,80000,0.409009|167.772|
B1_379,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,169.869,,2.4644,,Pythia,,81000,0.409009|169.869|
B1_380,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,171.966,,2.463,,Pythia,,82000,0.409009|171.966|
B1_381,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,174.064,,2.4621,,Pythia,,83000,0.409009|174.064|
B1_382,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,176.161,,2.4612,,Pythia,,84000,0.409009|176.161|
B1_383,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,178.258,,2.4603,,Pythia,,85000,0.409009|178.258|
B1_384,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,180.355,,2.4592,,Pythia,,86000,0.409009|180.355|
B1_385,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,182.452,,2.4584,,Pythia,,87000,0.409009|182.452|
B1_386,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,184.549,,2.4573,,Pythia,,88000,0.409009|184.549|
B1_387,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,186.647,,2.4565,,Pythia,,89000,0.409009|186.647|
B1_388,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,188.744,,2.4557,,Pythia,,90000,0.409009|188.744|
B1_389,B,pythia_training_log_existing.csv,真实,fit,pythia_N_0.409009,pythia_N_0.409009,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,0.409009,190.841,,2.4548,,Pythia,,91000,0.409009|190.841|
